,_c0,adversaire,avg_score_france,avg_score_adversaire,count_nb_match,max_france_penality,penalityfrance_moins_penalityadversaire,match,competition,adversaire,score_france,score_adversaire,penalty_france,penalty_adversaire,date,isDomicile
146,10,Finlande,1.8333333333333333,0.16666666666666666,6,0,0.0,France - Finlande,Match amical,Finlande,2,0,0,0,1996-05-29,True
147,25,Allemagne,1.4,0.6,10,0,0.0,Allemagne - France,Match amical,Allemagne,1,0,0,0,1996-06-01,True
148,32,Arménie,2.8,0.4,5,0,0.0,France - Arménie,Match amical,Arménie,2,0,0,0,1996-06-05,True
149,14,Roumanie,1.3,0.6,10,0,0.0,France - Roumanie,Euro 1996 (Groupe B),Roumanie,1,0,0,0,1996-06-10,True
150,17,Espagne,1.1111111111111112,1.0555555555555556,18,0,0.0,Espagne - France,Euro 1996 (Groupe B),Espagne,1,1,0,0,1996-06-15,True
151,11,Bulgarie,1.25,1.0,8,0,0.0,France - Bulgarie,Euro 1996 (Groupe B),Bulgarie,3,1,0,0,1996-06-18,True
152,62,Pays-Bas,1.4,0.8666666666666667,15,5,1.0,France - Pays-Bas,Euro 1996 (Quart de finale),Pays-Bas,0,0,5,4,1996-06-22,True
153,85,Rép. tchèque,1.0,1.25,4,5,-1.0,Rép. tchèque - France,Euro 1996 (Demi-finale),Rép. tchèque,0,0,5,6,1996-06-26,False
154,56,Mexique,1.75,0.5,4,0,0.0,France - Mexique,Match amical,Mexique,2,0,0,0,1996-08-31,True
155,69,Turquie,3.0,0.5,4,0,0.0,France - Turquie,Match amical,Turquie,4,0,0,0,1996-10-09,True
156,74,Danemark,1.25,0.8333333333333334,12,0,0.0,Danemark - France,Match amical,Danemark,0,1,0,0,1996-11-09,True
157,79,Portugal,2.1,0.7,10,0,0.0,Portugal - France,Match amical,Portugal,2,0,0,0,1997-01-22,True
158,62,Pays-Bas,1.4,0.8666666666666667,15,5,1.0,France - Pays-Bas,Match amical,Pays-Bas,2,1,0,0,1997-02-26,True
159,60,Suède,1.4166666666666667,1.0833333333333333,12,0,0.0,France - Suède,Match amical,Suède,1,0,0,0,1997-04-02,True
160,39,Brésil,1.0,1.2727272727272727,11,4,1.0,France - Brésil,Tournoi de France 1997 (amical),Brésil,1,1,0,0,1997-06-03,True
161,5,Angleterre,1.1538461538461537,1.0769230769230769,13,0,0.0,France - Angleterre,Tournoi de France 1997 (amical),Angleterre,0,1,0,0,1997-06-07,True
162,41,Italie,1.75,0.8333333333333334,12,3,-2.0,France - Italie,Tournoi de France 1997 (amical),Italie,2,2,0,0,1997-06-11,True
163,67,Afrique du Sud,1.5,0.75,4,0,0.0,France - Afrique du Sud,Match amical,Afrique du Sud,2,1,0,0,1997-10-11,True
164,30,Écosse,1.8888888888888888,0.5555555555555556,9,0,0.0,France - Écosse,Match amical,Écosse,2,1,0,0,1997-11-12,True
165,17,Espagne,1.1111111111111112,1.0555555555555556,18,0,0.0,France - Espagne,Match amical (Inauguration du Stade de France),Espagne,1,0,0,0,1998-01-28,True
166,81,Norvège,1.375,1.125,8,0,0.0,France - Norvège,Match amical,Norvège,3,3,0,0,1998-02-25,True
167,12,Russie,2.142857142857143,1.4285714285714286,7,0,0.0,Russie - France,Match amical,Russie,0,1,0,0,1998-03-25,True
168,60,Suède,1.4166666666666667,1.0833333333333333,12,0,0.0,Suède - France,Match amical,Suède,0,0,0,0,1998-04-22,True
169,68,Belgique,1.9230769230769231,1.2307692307692308,13,0,0.0,France - Belgique,Tournoi Hassan II 1998 (amical),Belgique,1,0,0,0,1998-05-27,True
170,58,Maroc,2.4,1.2,5,5,-1.0,Maroc - France,Tournoi Hassan II 1998 (amical),Maroc,2,2,5,6,1998-05-29,True
171,10,Finlande,1.8333333333333333,0.16666666666666666,6,0,0.0,Finlande - France,Match amical,Finlande,1,0,0,0,1998-06-05,True
172,67,Afrique du Sud,1.5,0.75,4,0,0.0,France - Afrique du Sud,Coupe du monde 1998 (Groupe C),Afrique du Sud,3,0,0,0,1998-06-12,True
173,76,Arabie saoudite,4.0,0.0,1,0,0.0,France - Arabie saoudite,Coupe du monde 1998 (Groupe C),Arabie saoudite,4,0,0,0,1998-06-18,True
174,74,Danemark,1.25,0.8333333333333334,12,0,0.0,France - Danemark,Coupe du monde 1998 (Groupe C),Danemark,2,1,0,0,1998-06-24,True
175,2,Paraguay,1.75,0.25,4,0,0.0,France - Paraguay,Coupe du monde 1998 (Huitième de finale),Paraguay,1,0,0,0,1998-06-28,True
176,43,France – Italie,0.0,0.0,1,4,1.0,France – Italie,Coupe du monde 1998 (Quart de finale),France – Italie,0,0,4,3,1998-07-03,True
177,22,Croatie,1.8,0.6,5,0,0.0,France - Croatie,Coupe du monde 1998 (Demi-finale),Croatie,2,1,0,0,1998-07-08,True
178,39,Brésil,1.0,1.2727272727272727,11,4,1.0,Brésil - France,Coupe du monde 1998 (Finale),Brésil,3,0,0,0,1998-07-12,True
179,6,Autriche,1.5,0.75,8,0,0.0,Autriche - France,Match amical,Autriche,2,2,0,0,1998-08-19,True
180,8,Islande,2.375,1.125,8,0,0.0,Islande - France,Qualifications pour l'Euro 2000,Islande,1,1,0,0,1998-09-05,True
181,12,Russie,2.142857142857143,1.4285714285714286,7,0,0.0,Russie - France,Qualifications pour l'Euro 2000,Russie,3,2,0,0,1998-10-10,True
182,0,Andorre,2.3333333333333335,0.0,3,0,0.0,France - Andorre,Qualifications pour l'Euro 2000,Andorre,2,0,0,0,1998-10-14,True
183,58,Maroc,2.4,1.2,5,5,-1.0,France - Maroc,Match amical,Maroc,1,0,0,0,1999-01-20,True
184,5,Angleterre,1.1538461538461537,1.0769230769230769,13,0,0.0,Angleterre - France,Match amical,Angleterre,2,0,0,0,1999-02-10,True
185,44,Ukraine,1.5555555555555556,0.5555555555555556,9,0,0.0,France - Ukraine,Qualifications pour l'Euro 2000,Ukraine,0,0,0,0,1999-03-27,True
186,32,Arménie,2.8,0.4,5,0,0.0,France - Arménie,Qualifications pour l'Euro 2000,Arménie,2,0,0,0,1999-03-31,True
187,12,Russie,2.142857142857143,1.4285714285714286,7,0,0.0,France - Russie,Qualifications pour l'Euro 2000,Russie,2,3,0,0,1999-06-05,True
188,0,Andorre,2.3333333333333335,0.0,3,0,0.0,Andorre - France,Qualifications pour l'Euro 2000,Andorre,1,0,0,0,1999-06-09,True
189,23,Irlande du Nord,1.8,0.2,5,0,0.0,Irlande du Nord - France,Match amical,Irlande du Nord,1,0,0,0,1999-08-18,False
190,44,Ukraine,1.5555555555555556,0.5555555555555556,9,0,0.0,Ukraine - France,Qualifications pour l'Euro 2000,Ukraine,0,0,0,0,1999-09-04,True
191,32,Arménie,2.8,0.4,5,0,0.0,Arménie - France,Qualifications pour l'Euro 2000,Arménie,3,2,0,0,1999-09-08,True
192,8,Islande,2.375,1.125,8,0,0.0,France - Islande,Qualifications pour l'Euro 2000,Islande,3,2,0,0,1999-10-09,True
193,22,Croatie,1.8,0.6,5,0,0.0,France - Croatie,Match amical,Croatie,3,0,0,0,1999-11-13,True
194,26,Pologne,1.1111111111111112,1.0,9,0,0.0,France - Pologne,Match amical,Pologne,1,0,0,0,2000-02-23,True
195,30,Écosse,1.8888888888888888,0.5555555555555556,9,0,0.0,Écosse - France,Match amical,Écosse,2,0,0,0,2000-03-29,True
196,35,Slovénie,3.3333333333333335,0.6666666666666666,3,0,0.0,France - Slovénie,Match amical,Slovénie,3,2,0,0,2000-04-26,True
197,22,Croatie,1.8,0.6,5,0,0.0,Croatie - France,Match amical,Croatie,2,0,0,0,2000-05-28,True
198,50,Japon,2.3333333333333335,0.8333333333333334,6,4,2.0,France - Japon,Tournoi Hassan II 2000 (amical),Japon,2,2,4,2,2000-06-04,True
199,58,Maroc,2.4,1.2,5,5,-1.0,Maroc - France,Tournoi Hassan II 2000 (amical),Maroc,5,1,0,0,2000-06-06,True
200,74,Danemark,1.25,0.8333333333333334,12,0,0.0,France - Danemark,Euro 2000 (Groupe D),Danemark,3,0,0,0,2000-06-11,True
201,85,Rép. tchèque,1.0,1.25,4,5,-1.0,France - Rép. tchèque,Euro 2000 (Groupe D),Rép. tchèque,2,1,0,0,2000-06-16,True
202,62,Pays-Bas,1.4,0.8666666666666667,15,5,1.0,Pays-Bas - France,Euro 2000 (Groupe D),Pays-Bas,2,3,0,0,2000-06-21,False
203,17,Espagne,1.1111111111111112,1.0555555555555556,18,0,0.0,France - Espagne,Euro 2000 (Quart de finale),Espagne,2,1,0,0,2000-06-25,True
204,79,Portugal,2.1,0.7,10,0,0.0,France - Portugal,Euro 2000 (Demi-finale),Portugal,2,1,0,0,2000-06-28,True
205,41,Italie,1.75,0.8333333333333334,12,3,-2.0,Italie - France,Euro 2000 (Finale),Italie,2,1,0,0,2000-07-02,True
206,27,Sélection FIFA,5.0,1.0,1,0,0.0,France - Sélection FIFA,Match amical,Sélection FIFA,5,1,0,0,2000-08-16,True
207,5,Angleterre,1.1538461538461537,1.0769230769230769,13,0,0.0,France - Angleterre,Match amical,Angleterre,1,1,0,0,2000-09-02,True
208,80,Cameroun,1.6666666666666667,1.0,3,0,0.0,France - Cameroun,Match amical,Cameroun,1,1,0,0,2000-10-04,True
209,67,Afrique du Sud,1.5,0.75,4,0,0.0,Afrique du Sud - France,Coupe du challenge 2000[2] (amical),Afrique du Sud,0,0,0,0,2000-10-07,False
210,69,Turquie,3.0,0.5,4,0,0.0,Turquie - France,Match amical,Turquie,4,0,0,0,2000-11-15,True
211,25,Allemagne,1.4,0.6,10,0,0.0,France - Allemagne,Match amical,Allemagne,1,0,0,0,2001-02-27,True
212,50,Japon,2.3333333333333335,0.8333333333333334,6,4,2.0,France - Japon,Match amical,Japon,5,0,0,0,2001-03-24,True
213,17,Espagne,1.1111111111111112,1.0555555555555556,18,0,0.0,Espagne - France,Match amical,Espagne,1,2,0,0,2001-03-28,True
214,79,Portugal,2.1,0.7,10,0,0.0,France - Portugal,Match amical,Portugal,4,0,0,0,2001-04-25,True
215,66,Corée du Sud,3.0,1.0,3,0,0.0,Corée du Sud - France,Coupe des confédérations 2001 (Groupe A)[36],Corée du Sud,5,0,0,0,2001-05-30,False
216,34,Australie- France,0.0,1.0,1,0,0.0,Australie- France,Coupe des confédérations 2001 (Groupe A),Australie- France,0,1,0,0,2001-06-01,False
217,56,Mexique,1.75,0.5,4,0,0.0,France - Mexique,Coupe des confédérations 2001 (Groupe A),Mexique,4,0,0,0,2001-06-03,True
218,39,Brésil,1.0,1.2727272727272727,11,4,1.0,France - Brésil,Coupe des confédérations 2001 (Demi-finale),Brésil,2,1,0,0,2001-06-07,True
219,50,Japon,2.3333333333333335,0.8333333333333334,6,4,2.0,Japon - France,Coupe des confédérations 2001 (Finale),Japon,1,0,0,0,2001-06-10,True
220,74,Danemark,1.25,0.8333333333333334,12,0,0.0,France - Danemark,Match amical,Danemark,1,0,0,0,2001-08-15,True
221,46,Chili,1.6666666666666667,1.3333333333333333,3,0,0.0,Chili - France,Match amical,Chili,1,2,0,0,2001-09-01,True
222,36,Algérie,4.0,1.0,1,0,0.0,France - Algérie,"Match amical[4],[5]",Algérie,4,1,0,0,2001-10-06,True
223,45,Australie,2.5,0.5,4,0,0.0,Australie - France,Match amical,Australie,1,1,0,0,2001-11-11,True
224,14,Roumanie,1.3,0.6,10,0,0.0,France - Roumanie,Match amical,Roumanie,2,1,0,0,2002-02-13,True
225,30,Écosse,1.8888888888888888,0.5555555555555556,9,0,0.0,France - Écosse,Match amical,Écosse,5,0,0,0,2002-03-27,True
226,12,Russie,2.142857142857143,1.4285714285714286,7,0,0.0,France - Russie,Match amical,Russie,0,0,0,0,2002-04-17,True
227,68,Belgique,1.9230769230769231,1.2307692307692308,13,0,0.0,France - Belgique,Match amical,Belgique,1,2,0,0,2002-05-18,True
228,66,Corée du Sud,3.0,1.0,3,0,0.0,Corée du Sud - France,Match amical,Corée du Sud,3,2,0,0,2002-05-26,False
229,4,Sénégal,0.0,1.0,1,0,0.0,France - Sénégal,Coupe du monde 2002 (Groupe A),Sénégal,0,1,0,0,2002-05-31,True
230,48,Uruguay,0.3333333333333333,0.16666666666666666,6,0,0.0,France - Uruguay,Coupe du monde 2002 (Groupe A),Uruguay,0,0,0,0,2002-06-06,True
231,74,Danemark,1.25,0.8333333333333334,12,0,0.0,Danemark - France,Coupe du monde 2002 (Groupe A),Danemark,0,2,0,0,2002-06-11,True
232,47,Tunisie,1.6666666666666667,1.0,3,0,0.0,Tunisie - France,Match amical,Tunisie,1,1,0,0,2002-08-21,True
233,19,Chypre,3.375,0.25,8,0,0.0,Chypre - France,Qualifications pour l'Euro 2004,Chypre,2,1,0,0,2002-09-07,True
234,35,Slovénie,3.3333333333333335,0.6666666666666666,3,0,0.0,France- Slovénie,Qualifications pour l'Euro 2004,Slovénie,5,0,0,0,2002-10-12,True
235,33,Malte,5.0,0.0,2,0,0.0,Malte - France,Qualifications pour l'Euro 2004,Malte,4,0,0,0,2002-10-16,True
236,49,RF Yougoslavie,3.0,0.0,1,0,0.0,France - RF Yougoslavie,Match amical,RF Yougoslavie,3,0,0,0,2002-11-20,True
237,85,Rép. tchèque,1.0,1.25,4,5,-1.0,France - Rép. tchèque,Match amical,Rép. tchèque,0,2,0,0,2003-02-12,True
238,33,Malte,5.0,0.0,2,0,0.0,France - Malte,Qualifications pour l'Euro 2004,Malte,6,0,0,0,2003-03-29,True
239,42,Israël,1.6666666666666667,0.6666666666666666,9,0,0.0,Israël - France,Qualifications pour l'Euro 2004,Israël,2,1,0,0,2003-04-02,True
240,75,Égypte,5.0,0.0,1,0,0.0,France - Égypte,Match amical,Égypte,5,0,0,0,2003-04-30,True
241,20,Colombie,1.25,1.5,4,0,0.0,France - Colombie,Coupe des confédérations 2003 (Groupe A),Colombie,1,0,0,0,2003-06-18,True
242,50,Japon,2.3333333333333335,0.8333333333333334,6,4,2.0,France - Japon,Coupe des confédérations 2003 (Groupe A),Japon,2,1,0,0,2003-06-20,True
243,40,Nouvelle-Zélande,5.0,0.0,1,0,0.0,France - Nouvelle-Zélande,Coupe des confédérations 2003 (Groupe A),Nouvelle-Zélande,5,0,0,0,2003-06-22,True
244,69,Turquie,3.0,0.5,4,0,0.0,France - Turquie,Coupe des confédérations 2003 (Demi-finale),Turquie,3,2,0,0,2003-06-26,True
245,80,Cameroun,1.6666666666666667,1.0,3,0,0.0,France - Cameroun,Coupe des confédérations 2003 (Finale),Cameroun,1,0,0,0,2003-06-29,True
246,24,Suisse,1.4,0.9,10,0,0.0,Suisse - France,Match amical,Suisse,2,0,0,0,2003-08-20,True
247,19,Chypre,3.375,0.25,8,0,0.0,France - Chypre,Qualifications pour l'Euro 2004,Chypre,5,0,0,0,2003-09-06,True
248,35,Slovénie,3.3333333333333335,0.6666666666666666,3,0,0.0,Slovénie - France,Qualifications pour l'Euro 2004,Slovénie,2,0,0,0,2003-09-10,True
249,42,Israël,1.6666666666666667,0.6666666666666666,9,0,0.0,France - Israël,Qualifications pour l'Euro 2004,Israël,3,0,0,0,2003-10-11,True
250,25,Allemagne,1.4,0.6,10,0,0.0,Allemagne - France,Match amical,Allemagne,3,0,0,0,2003-11-15,True
251,68,Belgique,1.9230769230769231,1.2307692307692308,13,0,0.0,Belgique - France,Match amical,Belgique,2,0,0,0,2004-02-18,True
252,62,Pays-Bas,1.4,0.8666666666666667,15,5,1.0,Pays-Bas - France,Match amical,Pays-Bas,0,0,0,0,2004-03-31,False
253,39,Brésil,1.0,1.2727272727272727,11,4,1.0,France - Brésil,Match amical (Centenaire FIFA),Brésil,0,0,0,0,2004-05-20,True
254,0,Andorre,2.3333333333333335,0.0,3,0,0.0,France - Andorre,Match amical,Andorre,4,0,0,0,2004-05-28,True
255,44,Ukraine,1.5555555555555556,0.5555555555555556,9,0,0.0,France - Ukraine,Match amical,Ukraine,1,0,0,0,2004-06-06,True
256,5,Angleterre,1.1538461538461537,1.0769230769230769,13,0,0.0,France - Angleterre,Euro 2004 (Groupe B),Angleterre,2,1,0,0,2004-06-13,True
257,22,Croatie,1.8,0.6,5,0,0.0,France - Croatie,Euro 2004 (Groupe B),Croatie,2,2,0,0,2004-06-17,True
258,24,Suisse,1.4,0.9,10,0,0.0,France - Suisse,Euro 2004 (Groupe B),Suisse,3,1,0,0,2004-06-21,True
259,16,Grèce,2.25,0.75,4,0,0.0,Grèce - France,Euro 2004 (Quart de finale),Grèce,0,1,0,0,2004-06-25,True
260,13,Bosnie-Herzégovine,1.5,0.75,4,0,0.0,France - Bosnie-Herzégovine,Match amical,Bosnie-Herzégovine,1,1,0,0,2004-08-18,True
261,42,Israël,1.6666666666666667,0.6666666666666666,9,0,0.0,France - Israël,Qualifications pour la Coupe du monde 2006,Israël,0,0,0,0,2004-09-04,True
262,28,Îles Féroé,3.6666666666666665,0.0,6,0,0.0,Îles Féroé - France,Qualifications pour la Coupe du monde 2006,Îles Féroé,2,0,0,0,2004-09-08,False
263,59,Irlande,1.2222222222222223,0.5555555555555556,9,0,0.0,France - Irlande,Qualifications pour la Coupe du monde 2006,Irlande,0,0,0,0,2004-10-09,True
264,19,Chypre,3.375,0.25,8,0,0.0,Chypre - France,Qualifications pour la Coupe du monde 2006,Chypre,2,0,0,0,2004-10-13,True
265,26,Pologne,1.1111111111111112,1.0,9,0,0.0,France - Pologne,Match amical,Pologne,0,0,0,0,2004-11-17,True
266,60,Suède,1.4166666666666667,1.0833333333333333,12,0,0.0,France - Suède,Match amical,Suède,1,1,0,0,2005-02-09,True
267,24,Suisse,1.4,0.9,10,0,0.0,France - Suisse,Qualifications pour la Coupe du monde 2006,Suisse,0,0,0,0,2005-03-26,True
268,42,Israël,1.6666666666666667,0.6666666666666666,9,0,0.0,Israël - France,Qualifications pour la Coupe du monde 2006,Israël,1,1,0,0,2005-03-29,True
269,7,Hongrie,2.25,0.5,4,0,0.0,France - Hongrie,Match amical,Hongrie,2,1,0,0,2005-05-31,True
270,1,Côte d'Ivoire,1.5,0.0,2,0,0.0,France - Côte d'Ivoire,Match amical[38],Côte d'Ivoire,3,0,0,0,2005-08-17,True
271,28,Îles Féroé,3.6666666666666665,0.0,6,0,0.0,France - Îles Féroé,Qualifications pour la Coupe du monde 2006,Îles Féroé,3,0,0,0,2005-09-03,True
272,59,Irlande,1.2222222222222223,0.5555555555555556,9,0,0.0,Irlande - France,Qualifications pour la Coupe du monde 2006,Irlande,1,0,0,0,2005-09-07,True
273,24,Suisse,1.4,0.9,10,0,0.0,Suisse - France,Qualifications pour la Coupe du monde 2006,Suisse,1,1,0,0,2005-10-08,True
274,19,Chypre,3.375,0.25,8,0,0.0,France - Chypre,Qualifications pour la Coupe du monde 2006,Chypre,4,0,0,0,2005-10-12,True
275,82,Costa Rica,2.5,1.5,2,0,0.0,France - Costa Rica,Match amical,Costa Rica,3,2,0,0,2005-11-09,True
276,25,Allemagne,1.4,0.6,10,0,0.0,France - Allemagne,Match amical,Allemagne,0,0,0,0,2005-11-12,True
277,52,Slovaquie,1.5,0.5,4,0,0.0,France - Slovaquie,Match amical,Slovaquie,1,2,0,0,2006-03-01,True
278,56,Mexique,1.75,0.5,4,0,0.0,France - Mexique,Match amical,Mexique,1,0,0,0,2006-05-27,True
279,74,Danemark,1.25,0.8333333333333334,12,0,0.0,France - Danemark,Match amical,Danemark,2,0,0,0,2006-05-31,True
280,64,Chine,1.5,1.0,2,0,0.0,France - Chine,Match amical,Chine,3,1,0,0,2006-06-07,True
281,24,Suisse,1.4,0.9,10,0,0.0,France - Suisse,Coupe du monde 2006 (Groupe G),Suisse,0,0,0,0,2006-06-13,True
282,66,Corée du Sud,3.0,1.0,3,0,0.0,France - Corée du Sud,Coupe du monde 2006 (Groupe G),Corée du Sud,1,1,0,0,2006-06-18,True
283,18,Togo,2.0,0.0,1,0,0.0,Togo - France,Coupe du monde 2006 (Groupe G),Togo,2,0,0,0,2006-06-23,True
284,17,Espagne,1.1111111111111112,1.0555555555555556,18,0,0.0,Espagne - France,Coupe du monde 2006 (Huitième de finale),Espagne,3,1,0,0,2006-06-27,True
285,39,Brésil,1.0,1.2727272727272727,11,4,1.0,France - Brésil,Coupe du monde 2006 (Quart de finale),Brésil,1,0,0,0,2006-07-01,True
286,79,Portugal,2.1,0.7,10,0,0.0,Portugal - France,Coupe du monde 2006 (Demi-finale),Portugal,1,0,0,0,2006-07-05,True
287,41,Italie,1.75,0.8333333333333334,12,3,-2.0,Italie - France,Coupe du monde 2006 (Finale),Italie,1,1,3,5,2006-07-09,True
288,13,Bosnie-Herzégovine,1.5,0.75,4,0,0.0,Bosnie-Herzégovine - France,Match amical,Bosnie-Herzégovine,2,1,0,0,2006-08-16,False
289,77,Géorgie,1.75,0.25,4,0,0.0,Géorgie - France,Qualifications pour l'Euro 2008,Géorgie,3,0,0,0,2006-09-02,True
290,41,Italie,1.75,0.8333333333333334,12,3,-2.0,France - Italie,Qualifications pour l'Euro 2008,Italie,3,1,0,0,2006-09-06,True
291,30,Écosse,1.8888888888888888,0.5555555555555556,9,0,0.0,Écosse - France,Qualifications pour l'Euro 2008,Écosse,0,1,0,0,2006-10-07,True
292,28,Îles Féroé,3.6666666666666665,0.0,6,0,0.0,France - Îles Féroé,Qualifications pour l'Euro 2008,Îles Féroé,5,0,0,0,2006-10-11,True
293,16,Grèce,2.25,0.75,4,0,0.0,France - Grèce,Match amical,Grèce,1,0,0,0,2006-11-15,True
294,29,Argentine,0.6666666666666666,1.0,3,0,0.0,France - Argentine,Match amical,Argentine,0,1,0,0,2007-02-07,True
295,51,Lituanie,1.25,0.0,4,0,0.0,Lituanie - France,Qualifications pour l'Euro 2008,Lituanie,1,0,0,0,2007-03-24,True
