,_c0,adversaire,avg_score_france,avg_score_adversaire,count_nb_match,max_france_penality,penalityfrance_moins_penalityadversaire,match,competition,adversaire,score_france,score_adversaire,penalty_france,penalty_adversaire,date,isDomicile
296,6,Autriche,1.5,0.75,8,0,0.0,France - Autriche,Match amical,Autriche,1,0,0,0,2007-03-28,True
297,44,Ukraine,1.5555555555555556,0.5555555555555556,9,0,0.0,France - Ukraine,Qualifications pour l'Euro 2008,Ukraine,2,0,0,0,2007-06-02,True
298,77,Géorgie,1.75,0.25,4,0,0.0,France - Géorgie,Qualifications pour l'Euro 2008,Géorgie,1,0,0,0,2007-06-06,True
299,52,Slovaquie,1.5,0.5,4,0,0.0,Slovaquie - France,Match amical,Slovaquie,1,0,0,0,2007-08-22,True
300,41,Italie,1.75,0.8333333333333334,12,3,-2.0,Italie - France,Qualifications pour l'Euro 2008,Italie,0,0,0,0,2007-09-08,True
301,30,Écosse,1.8888888888888888,0.5555555555555556,9,0,0.0,France - Écosse,Qualifications pour l'Euro 2008,Écosse,0,1,0,0,2007-09-12,True
302,28,Îles Féroé,3.6666666666666665,0.0,6,0,0.0,Îles Féroé - France,Qualifications pour l'Euro 2008,Îles Féroé,6,0,0,0,2007-10-13,False
303,51,Lituanie,1.25,0.0,4,0,0.0,France - Lituanie,Qualifications pour l'Euro 2008,Lituanie,2,0,0,0,2007-10-17,True
304,58,Maroc,2.4,1.2,5,5,-1.0,France - Maroc,Match amical,Maroc,2,2,0,0,2007-11-16,True
305,44,Ukraine,1.5555555555555556,0.5555555555555556,9,0,0.0,Ukraine - France,Qualifications pour l'Euro 2008,Ukraine,2,2,0,0,2007-11-21,True
306,17,Espagne,1.1111111111111112,1.0555555555555556,18,0,0.0,Espagne - France,Match amical,Espagne,0,1,0,0,2008-02-06,True
307,5,Angleterre,1.1538461538461537,1.0769230769230769,13,0,0.0,France - Angleterre,Match amical,Angleterre,1,0,0,0,2008-03-26,True
308,78,Équateur,1.0,0.0,2,0,0.0,France - Équateur,Match amical,Équateur,2,0,0,0,2008-05-27,True
309,2,Paraguay,1.75,0.25,4,0,0.0,France - Paraguay,Match amical,Paraguay,0,0,0,0,2008-05-31,True
310,20,Colombie,1.25,1.5,4,0,0.0,France - Colombie,Match amical,Colombie,1,0,0,0,2008-06-03,True
311,14,Roumanie,1.3,0.6,10,0,0.0,Roumanie - France,Euro 2008 (Groupe C),Roumanie,0,0,0,0,2008-06-09,True
312,62,Pays-Bas,1.4,0.8666666666666667,15,5,1.0,Pays-Bas - France,Euro 2008 (Groupe C),Pays-Bas,1,4,0,0,2008-06-13,False
313,41,Italie,1.75,0.8333333333333334,12,3,-2.0,France - Italie,Euro 2008 (Groupe C),Italie,0,2,0,0,2008-06-17,True
314,60,Suède,1.4166666666666667,1.0833333333333333,12,0,0.0,Suède - France,Match amical,Suède,3,2,0,0,2008-08-20,True
315,6,Autriche,1.5,0.75,8,0,0.0,Autriche - France,Qualifications pour la Coupe du monde 2010,Autriche,1,3,0,0,2008-09-06,True
316,63,Serbie,1.6,0.8,5,0,0.0,France - Serbie,Qualifications pour la Coupe du monde 2010,Serbie,2,1,0,0,2008-09-10,True
317,14,Roumanie,1.3,0.6,10,0,0.0,Roumanie - France,Qualifications pour la Coupe du monde 2010,Roumanie,2,2,0,0,2008-10-11,True
318,47,Tunisie,1.6666666666666667,1.0,3,0,0.0,France - Tunisie,Match amical,Tunisie,3,1,0,0,2008-10-14,True
319,48,Uruguay,0.3333333333333333,0.16666666666666666,6,0,0.0,France - Uruguay,Match amical,Uruguay,0,0,0,0,2008-11-19,True
320,29,Argentine,0.6666666666666666,1.0,3,0,0.0,France - Argentine,Match amical,Argentine,0,2,0,0,2009-02-11,True
321,51,Lituanie,1.25,0.0,4,0,0.0,Lituanie - France,Qualifications pour la Coupe du monde 2010,Lituanie,1,0,0,0,2009-03-28,True
322,51,Lituanie,1.25,0.0,4,0,0.0,France - Lituanie,Qualifications pour la Coupe du monde 2010,Lituanie,1,0,0,0,2009-04-01,True
323,31,Nigeria,1.0,0.5,2,0,0.0,France - Nigeria,Match amical,Nigeria,0,1,0,0,2009-06-02,True
324,69,Turquie,3.0,0.5,4,0,0.0,France - Turquie,Match amical,Turquie,1,0,0,0,2009-06-05,True
325,28,Îles Féroé,3.6666666666666665,0.0,6,0,0.0,Îles Féroé - France,Qualifications pour la Coupe du monde 2010,Îles Féroé,1,0,0,0,2009-08-12,False
326,14,Roumanie,1.3,0.6,10,0,0.0,France - Roumanie,Qualifications pour la Coupe du monde 2010,Roumanie,1,1,0,0,2009-09-05,True
327,63,Serbie,1.6,0.8,5,0,0.0,Serbie - France,Qualifications pour la Coupe du monde 2010,Serbie,1,1,0,0,2009-09-09,True
328,28,Îles Féroé,3.6666666666666665,0.0,6,0,0.0,France - Îles Féroé,Qualifications pour la Coupe du monde 2010,Îles Féroé,5,0,0,0,2009-10-10,True
329,6,Autriche,1.5,0.75,8,0,0.0,France - Autriche,Qualifications pour la Coupe du monde 2010,Autriche,3,1,0,0,2009-10-14,True
330,59,Irlande,1.2222222222222223,0.5555555555555556,9,0,0.0,Irlande - France,Qualifications pour la Coupe du monde 2010 (Barrage aller),Irlande,1,0,0,0,2009-11-14,True
331,59,Irlande,1.2222222222222223,0.5555555555555556,9,0,0.0,France - Irlande,Qualifications pour la Coupe du monde 2010 (Barrage retour),Irlande,1,1,0,0,2009-11-18,True
332,17,Espagne,1.1111111111111112,1.0555555555555556,18,0,0.0,France - Espagne,Match amical,Espagne,0,2,0,0,2010-03-03,True
333,82,Costa Rica,2.5,1.5,2,0,0.0,France - Costa Rica,Match amical,Costa Rica,2,1,0,0,2010-05-26,True
334,47,Tunisie,1.6666666666666667,1.0,3,0,0.0,Tunisie - France,Match amical,Tunisie,1,1,0,0,2010-05-30,True
335,64,Chine,1.5,1.0,2,0,0.0,France - Chine,Match amical,Chine,0,1,0,0,2010-06-04,True
336,48,Uruguay,0.3333333333333333,0.16666666666666666,6,0,0.0,Uruguay - France,Coupe du monde 2010 (Groupe A),Uruguay,0,0,0,0,2010-06-11,True
337,56,Mexique,1.75,0.5,4,0,0.0,France - Mexique,Coupe du monde 2010 (Groupe A),Mexique,0,2,0,0,2010-06-17,True
338,67,Afrique du Sud,1.5,0.75,4,0,0.0,France - Afrique du Sud,Coupe du monde 2010 (Groupe A),Afrique du Sud,1,2,0,0,2010-06-22,True
339,81,Norvège,1.375,1.125,8,0,0.0,Norvège - France,Match amical,Norvège,1,2,0,0,2010-08-11,True
340,9,Biélorussie,1.6666666666666667,1.0,6,0,0.0,France - Biélorussie,Qualifications pour l'Euro 2012,Biélorussie,0,1,0,0,2010-09-03,True
341,13,Bosnie-Herzégovine,1.5,0.75,4,0,0.0,Bosnie-Herzégovine - France,Qualifications pour l'Euro 2012,Bosnie-Herzégovine,2,0,0,0,2010-09-07,False
342,14,Roumanie,1.3,0.6,10,0,0.0,France - Roumanie,Qualifications pour l'Euro 2012,Roumanie,2,0,0,0,2010-10-09,True
343,73,Luxembourg,2.8333333333333335,0.16666666666666666,6,0,0.0,France - Luxembourg,Qualifications pour l'Euro 2012,Luxembourg,2,0,0,0,2010-10-12,True
344,5,Angleterre,1.1538461538461537,1.0769230769230769,13,0,0.0,Angleterre - France,Match amical,Angleterre,2,1,0,0,2010-11-17,True
345,39,Brésil,1.0,1.2727272727272727,11,4,1.0,France - Brésil,Match amical,Brésil,1,0,0,0,2011-02-09,True
346,73,Luxembourg,2.8333333333333335,0.16666666666666666,6,0,0.0,Luxembourg - France,Qualifications pour l'Euro 2012,Luxembourg,2,0,0,0,2011-03-25,True
347,22,Croatie,1.8,0.6,5,0,0.0,France - Croatie,Match amical,Croatie,0,0,0,0,2011-03-29,True
348,9,Biélorussie,1.6666666666666667,1.0,6,0,0.0,Biélorussie - France,Qualifications pour l'Euro 2012,Biélorussie,1,1,0,0,2011-06-03,True
349,44,Ukraine,1.5555555555555556,0.5555555555555556,9,0,0.0,Ukraine - France,Match amical,Ukraine,4,1,0,0,2011-06-06,True
350,26,Pologne,1.1111111111111112,1.0,9,0,0.0,Pologne - France,Match amical,Pologne,1,0,0,0,2011-06-09,True
351,46,Chili,1.6666666666666667,1.3333333333333333,3,0,0.0,France - Chili,Match amical,Chili,1,1,0,0,2011-08-10,True
352,21,Albanie,2.0,0.42857142857142855,7,0,0.0,Albanie - France,Qualifications pour l'Euro 2012,Albanie,2,1,0,0,2011-09-02,True
353,14,Roumanie,1.3,0.6,10,0,0.0,Roumanie - France,Qualifications pour l'Euro 2012,Roumanie,0,0,0,0,2011-09-06,True
354,21,Albanie,2.0,0.42857142857142855,7,0,0.0,France - Albanie,Qualifications pour l'Euro 2012,Albanie,3,0,0,0,2011-10-07,True
355,13,Bosnie-Herzégovine,1.5,0.75,4,0,0.0,France - Bosnie-Herzégovine,Qualifications pour l'Euro 2012,Bosnie-Herzégovine,1,1,0,0,2011-10-11,True
356,70,États-Unis,1.0,0.5,2,0,0.0,France - États-Unis,Match amical,États-Unis,1,0,0,0,2011-11-11,True
357,68,Belgique,1.9230769230769231,1.2307692307692308,13,0,0.0,France - Belgique,Match amical,Belgique,0,0,0,0,2011-11-15,True
358,25,Allemagne,1.4,0.6,10,0,0.0,Allemagne - France,Match amical,Allemagne,2,1,0,0,2012-02-29,True
359,8,Islande,2.375,1.125,8,0,0.0,France - Islande,Match amical,Islande,3,2,0,0,2012-05-27,True
360,63,Serbie,1.6,0.8,5,0,0.0,France - Serbie,Match amical,Serbie,2,0,0,0,2012-05-31,True
361,71,Estonie,4.0,0.0,1,0,0.0,France - Estonie,Match amical,Estonie,4,0,0,0,2012-06-05,True
362,5,Angleterre,1.1538461538461537,1.0769230769230769,13,0,0.0,France - Angleterre,Euro 2012 (Groupe D),Angleterre,1,1,0,0,2012-06-11,True
363,44,Ukraine,1.5555555555555556,0.5555555555555556,9,0,0.0,Ukraine - France,Euro 2012 (Groupe D),Ukraine,2,0,0,0,2012-06-15,True
364,60,Suède,1.4166666666666667,1.0833333333333333,12,0,0.0,France - Suède,Euro 2012 (Groupe D),Suède,0,2,0,0,2012-06-19,True
365,17,Espagne,1.1111111111111112,1.0555555555555556,18,0,0.0,Espagne - France,Euro 2012 (Quart de finale),Espagne,0,2,0,0,2012-06-23,True
366,48,Uruguay,0.3333333333333333,0.16666666666666666,6,0,0.0,France - Uruguay,Match amical,Uruguay,0,0,0,0,2012-08-15,True
367,10,Finlande,1.8333333333333333,0.16666666666666666,6,0,0.0,Finlande - France,Qualifications pour la Coupe du monde 2014,Finlande,1,0,0,0,2012-09-07,True
368,9,Biélorussie,1.6666666666666667,1.0,6,0,0.0,France - Biélorussie,Qualifications pour la Coupe du monde 2014,Biélorussie,3,1,0,0,2012-09-11,True
369,50,Japon,2.3333333333333335,0.8333333333333334,6,4,2.0,France - Japon,Match amical,Japon,0,1,0,0,2012-10-12,True
370,17,Espagne,1.1111111111111112,1.0555555555555556,18,0,0.0,Espagne - France,Qualifications pour la Coupe du monde 2014,Espagne,1,1,0,0,2012-10-16,True
371,41,Italie,1.75,0.8333333333333334,12,3,-2.0,Italie - France,Match amical,Italie,2,1,0,0,2012-11-14,True
372,25,Allemagne,1.4,0.6,10,0,0.0,France - Allemagne,Match amical,Allemagne,1,2,0,0,2013-02-06,True
373,77,Géorgie,1.75,0.25,4,0,0.0,France - Géorgie,Qualifications pour la Coupe du monde 2014,Géorgie,3,1,0,0,2013-03-22,True
374,17,Espagne,1.1111111111111112,1.0555555555555556,18,0,0.0,France - Espagne,Qualifications pour la Coupe du monde 2014,Espagne,0,1,0,0,2013-03-26,True
375,48,Uruguay,0.3333333333333333,0.16666666666666666,6,0,0.0,Uruguay - France,Match amical,Uruguay,0,1,0,0,2013-06-05,True
376,39,Brésil,1.0,1.2727272727272727,11,4,1.0,Brésil - France,Match amical,Brésil,0,3,0,0,2013-06-09,True
377,68,Belgique,1.9230769230769231,1.2307692307692308,13,0,0.0,Belgique - France,Match amical,Belgique,0,0,0,0,2013-08-14,True
378,77,Géorgie,1.75,0.25,4,0,0.0,Géorgie - France,Qualifications pour la Coupe du monde 2014,Géorgie,0,0,0,0,2013-09-06,True
379,9,Biélorussie,1.6666666666666667,1.0,6,0,0.0,Biélorussie - France,Qualifications pour la Coupe du monde 2014,Biélorussie,4,2,0,0,2013-09-10,True
380,45,Australie,2.5,0.5,4,0,0.0,France - Australie,Match amical,Australie,6,0,0,0,2013-10-11,True
381,10,Finlande,1.8333333333333333,0.16666666666666666,6,0,0.0,France - Finlande,Qualifications pour la Coupe du monde 2014,Finlande,3,0,0,0,2013-10-15,True
382,44,Ukraine,1.5555555555555556,0.5555555555555556,9,0,0.0,Ukraine - France,Qualifications pour la Coupe du monde 2014 (Barrage aller),Ukraine,0,2,0,0,2013-11-15,True
383,44,Ukraine,1.5555555555555556,0.5555555555555556,9,0,0.0,France - Ukraine,Qualifications pour la Coupe du monde 2014 (Barrage retour),Ukraine,3,0,0,0,2013-11-19,True
384,62,Pays-Bas,1.4,0.8666666666666667,15,5,1.0,France - Pays-Bas,Match amical,Pays-Bas,2,0,0,0,2014-03-05,True
385,81,Norvège,1.375,1.125,8,0,0.0,France - Norvège,Match amical,Norvège,4,0,0,0,2014-05-27,True
386,2,Paraguay,1.75,0.25,4,0,0.0,France - Paraguay,Match amical,Paraguay,1,1,0,0,2014-06-01,True
387,86,Jamaïque,8.0,0.0,1,0,0.0,France - Jamaïque,Match amical,Jamaïque,8,0,0,0,2014-06-08,True
388,55,Honduras,3.0,0.0,1,0,0.0,France - Honduras,Coupe du monde 2014 (Groupe E),Honduras,3,0,0,0,2014-06-15,True
389,24,Suisse,1.4,0.9,10,0,0.0,Suisse - France,Coupe du monde 2014 (Groupe E),Suisse,5,2,0,0,2014-06-20,True
390,78,Équateur,1.0,0.0,2,0,0.0,Équateur - France,Coupe du monde 2014 (Groupe E),Équateur,0,0,0,0,2014-06-25,True
391,31,Nigeria,1.0,0.5,2,0,0.0,France - Nigeria,Coupe du monde 2014 (Huitième de finale),Nigeria,2,0,0,0,2014-06-30,True
392,25,Allemagne,1.4,0.6,10,0,0.0,France - Allemagne,Coupe du monde 2014 (Quart de finale),Allemagne,0,1,0,0,2014-07-04,True
393,17,Espagne,1.1111111111111112,1.0555555555555556,18,0,0.0,France - Espagne,Match amical,Espagne,1,0,0,0,2014-09-04,True
394,63,Serbie,1.6,0.8,5,0,0.0,Serbie - France,Match amical,Serbie,1,1,0,0,2014-09-07,True
395,79,Portugal,2.1,0.7,10,0,0.0,France - Portugal,Match amical,Portugal,2,1,0,0,2014-10-11,True
396,32,Arménie,2.8,0.4,5,0,0.0,Arménie - France,Match amical,Arménie,3,0,0,0,2014-10-14,True
397,21,Albanie,2.0,0.42857142857142855,7,0,0.0,France - Albanie,Match amical,Albanie,1,1,0,0,2014-11-14,True
398,60,Suède,1.4166666666666667,1.0833333333333333,12,0,0.0,France - Suède,Match amical,Suède,1,0,0,0,2014-11-18,True
399,39,Brésil,1.0,1.2727272727272727,11,4,1.0,France - Brésil,Match amical,Brésil,1,3,0,0,2015-03-26,True
400,74,Danemark,1.25,0.8333333333333334,12,0,0.0,France - Danemark,Match amical,Danemark,2,0,0,0,2015-03-29,True
401,68,Belgique,1.9230769230769231,1.2307692307692308,13,0,0.0,France - Belgique,Match amical,Belgique,3,4,0,0,2015-06-07,True
402,21,Albanie,2.0,0.42857142857142855,7,0,0.0,Albanie - France,Match amical,Albanie,0,1,0,0,2015-06-13,True
403,79,Portugal,2.1,0.7,10,0,0.0,Portugal - France,Match amical,Portugal,1,0,0,0,2015-09-04,True
404,63,Serbie,1.6,0.8,5,0,0.0,France - Serbie,Match amical,Serbie,2,1,0,0,2015-09-07,True
405,32,Arménie,2.8,0.4,5,0,0.0,France - Arménie,Match amical,Arménie,4,0,0,0,2015-10-08,True
406,74,Danemark,1.25,0.8333333333333334,12,0,0.0,Danemark - France,Match amical,Danemark,2,1,0,0,2015-10-11,True
407,25,Allemagne,1.4,0.6,10,0,0.0,France - Allemagne,Match amical,Allemagne,2,0,0,0,2015-11-13,True
408,5,Angleterre,1.1538461538461537,1.0769230769230769,13,0,0.0,Angleterre - France,Match amical,Angleterre,0,2,0,0,2015-11-17,True
409,62,Pays-Bas,1.4,0.8666666666666667,15,5,1.0,Pays-Bas - France[76],Match amical,Pays-Bas,3,2,0,0,2016-03-25,False
410,12,Russie,2.142857142857143,1.4285714285714286,7,0,0.0,France - Russie,Match amical,Russie,4,2,0,0,2016-03-29,True
411,80,Cameroun,1.6666666666666667,1.0,3,0,0.0,France - Cameroun,Match amical,Cameroun,3,2,0,0,2016-05-30,True
412,30,Écosse,1.8888888888888888,0.5555555555555556,9,0,0.0,France - Écosse,Match amical,Écosse,3,0,0,0,2016-06-04,True
413,14,Roumanie,1.3,0.6,10,0,0.0,France - Roumanie,Euro 2016 (Groupe A),Roumanie,2,1,0,0,2016-06-10,True
414,21,Albanie,2.0,0.42857142857142855,7,0,0.0,France - Albanie,Euro 2016 (Groupe A),Albanie,2,0,0,0,2016-06-15,True
415,24,Suisse,1.4,0.9,10,0,0.0,Suisse - France,Euro 2016 (Groupe A),Suisse,0,0,0,0,2016-06-19,True
416,59,Irlande,1.2222222222222223,0.5555555555555556,9,0,0.0,France - Irlande,Euro 2016 (Huitième de finale),Irlande,2,1,0,0,2016-06-26,True
417,8,Islande,2.375,1.125,8,0,0.0,France - Islande,Euro 2016 (Quart de finale),Islande,5,2,0,0,2016-07-03,True
418,25,Allemagne,1.4,0.6,10,0,0.0,Allemagne - France,Euro 2016 (Demi-finale),Allemagne,2,0,0,0,2016-07-07,True
419,79,Portugal,2.1,0.7,10,0,0.0,Portugal - France,Euro 2016 (Finale),Portugal,0,1,0,0,2016-07-10,True
420,41,Italie,1.75,0.8333333333333334,12,3,-2.0,Italie - France,Match amical,Italie,3,1,0,0,2016-09-01,True
421,9,Biélorussie,1.6666666666666667,1.0,6,0,0.0,Biélorussie - France,Qualifications pour la Coupe du monde 2018,Biélorussie,0,0,0,0,2016-09-06,True
422,11,Bulgarie,1.25,1.0,8,0,0.0,France - Bulgarie,Qualifications pour la Coupe du monde 2018,Bulgarie,4,1,0,0,2016-10-07,True
423,62,Pays-Bas,1.4,0.8666666666666667,15,5,1.0,Pays-Bas - France,Qualifications pour la Coupe du monde 2018,Pays-Bas,1,0,0,0,2016-10-10,False
424,60,Suède,1.4166666666666667,1.0833333333333333,12,0,0.0,France - Suède,Qualifications pour la Coupe du monde 2018,Suède,2,1,0,0,2016-11-11,True
425,1,Côte d'Ivoire,1.5,0.0,2,0,0.0,France - Côte d'Ivoire,Match amical[39],Côte d'Ivoire,0,0,0,0,2016-11-15,True
426,73,Luxembourg,2.8333333333333335,0.16666666666666666,6,0,0.0,Luxembourg - France,Qualifications pour la Coupe du monde 2018,Luxembourg,3,1,0,0,2017-03-25,True
427,17,Espagne,1.1111111111111112,1.0555555555555556,18,0,0.0,France - Espagne,Match amical,Espagne,0,2,0,0,2017-03-28,True
428,2,Paraguay,1.75,0.25,4,0,0.0,France - Paraguay,Match amical,Paraguay,5,0,0,0,2017-06-02,True
429,60,Suède,1.4166666666666667,1.0833333333333333,12,0,0.0,Suède - France,Qualifications pour la Coupe du monde 2018,Suède,1,2,0,0,2017-06-09,True
430,5,Angleterre,1.1538461538461537,1.0769230769230769,13,0,0.0,France - Angleterre,Match amical,Angleterre,3,2,0,0,2017-06-13,True
431,62,Pays-Bas,1.4,0.8666666666666667,15,5,1.0,France - Pays-Bas,Qualifications pour la Coupe du monde 2018,Pays-Bas,4,0,0,0,2017-08-31,True
432,73,Luxembourg,2.8333333333333335,0.16666666666666666,6,0,0.0,France - Luxembourg,Qualifications pour la Coupe du monde 2018,Luxembourg,0,0,0,0,2017-09-03,True
433,11,Bulgarie,1.25,1.0,8,0,0.0,Bulgarie - France,Qualifications pour la Coupe du monde 2018,Bulgarie,1,0,0,0,2017-10-07,True
434,9,Biélorussie,1.6666666666666667,1.0,6,0,0.0,France - Biélorussie,Qualifications pour la Coupe du monde 2018,Biélorussie,2,1,0,0,2017-10-10,True
435,72,Pays de Galles,1.0,0.5,2,0,0.0,France - Pays de Galles,Match amical,Pays de Galles,2,0,0,0,2017-11-10,True
436,25,Allemagne,1.4,0.6,10,0,0.0,Allemagne - France,Match amical,Allemagne,2,2,0,0,2017-11-14,True
437,20,Colombie,1.25,1.5,4,0,0.0,France - Colombie,Match amical,Colombie,2,3,0,0,2018-03-23,True
438,12,Russie,2.142857142857143,1.4285714285714286,7,0,0.0,Russie - France,Match amical,Russie,3,1,0,0,2018-03-27,True
439,59,Irlande,1.2222222222222223,0.5555555555555556,9,0,0.0,France - Irlande,Match amical,Irlande,2,0,0,0,2018-05-28,True
440,41,Italie,1.75,0.8333333333333334,12,3,-2.0,France - Italie,Match amical,Italie,3,1,0,0,2018-06-01,True
441,70,États-Unis,1.0,0.5,2,0,0.0,France - États-Unis,Match amical,États-Unis,1,1,0,0,2018-06-09,True
442,45,Australie,2.5,0.5,4,0,0.0,France - Australie,Coupe du monde 2018 (Groupe C),Australie,2,1,0,0,2018-06-16,True
443,61,Pérou,0.5,0.5,2,0,0.0,France - Pérou,Coupe du monde 2018 (Groupe C),Pérou,1,0,0,0,2018-06-21,True
444,74,Danemark,1.25,0.8333333333333334,12,0,0.0,Danemark - France,Coupe du monde 2018 (Groupe C),Danemark,0,0,0,0,2018-06-26,True
